,Vso Dlya Stroitel'stva I Remonta,1
,Shurup,1
,Master,1
,Stroitel'nyy Dvorik,1
mega29.ru,Yeliseyevskiy,1
,Stroitel' Baza Stroymaterialov,1
,Mir Remonta,1
,Inkom Magazin,1
,Stroytim,1
,Magazin Metiz,1
,Etalon,1
,Mega,1
stroygarant-35.ru,Tsentrsnab,1
,Sotsial'nyy,1
,"Ooo ""Stroygarant""",1
,Magazin Tekhtsentr,1
,"Stroitel'nyy Tsentr Ooo ""Stroygarant""",1
,Old Khottabych,1
,Idei Dlya Doma,1
,"Ooo ""Lesotek""",1
tbm.ru,Tbm,1
,Salon Keramicheskoy Plitki,1
,Oktyabr',1
,Ekopol,1
,"Stroitel'nyy Mir,",1
,Irina Magazin,1
,Avangard,1
,"Khozyain, Magazin Stroitel'no-Otdelochnykh Materialov",1
optimal-r.ru,Optimal Solutions,1
,"Mega Stroy, Korpus 1",1
,"""Khozyain"" Khozmag",1
,Balezina T.i. Ip,1
,"Megastroy, Korpus 3",1
,Household products,1
,Proton,1
,"Khoztovary, Magazin",1
,Kompleksnyye Stroitel'nyye Resheniya,1
novgorod.stroylandiya.ru,"Stroymarket, Magazin",1
,Stroy Lider,1
,Vybor,1
,Ladnyy Dom,1
,Stroylandiya,1
,Magazin Stroymaterialy,1
,"Stroytovary, Magazin",1
,Novosol,1
,"KERAMA MARAZZI, фирменный магазин керамической плитки",1
,"Ooo ""Tpk Mia""",1
ptz-stroy.ru,Stroybaza Katkov,1
,"Stroitel'nyy Dom, Magazin",1
,#NAME?,1
,Magazin Universalstroy,1
,Stroitel'nyy Dvor,1
,"Ooo""Stroyarsenal"", Magazin Stroitel'nykh Materialov",1
,U Yerofeyeva,1
,Profil',1
,Building yard,1
,"Shop ""STROYDOM""",1
stroistudiya.ru,"Pilomaterialy, Ip Chuprov",1
,Akvaarktika,1
,Stroy Studiya,1
,Dekor,1
,"Mega, Promtovarnyy Magazin",1
,Domovonok,1
,plumbing Supplies,1
,Everest,1
,Stroyctudiya,1
,Gnom,1
,"Magazin ""Praktik""",1
vk.com,"Ooo ""Fantorg""",1
,Supplies Shop LLC Remstroykonstruktsiya,1
,Stroitel'nyy Magazin Dizayn,1
,Al'fa-Layn,1
,Эталон+,1
,areal plus,1
,"Samodelkin, Magazin Stroitel'nykh Tovarov",1
,Art-Stil',1
,Stroyfurnitura,1
,Aspekt,1
,"Voskhod, Baza Stroitel'nykh Materialov",1
,Avgit,1
,Mezhventsovyy Uteplitel' Dlya Srubov Domov I Ban',1
,Bastion,1
,"Prodovol'stvennyy Magazin ""Zarya""",1
,"Baza ""Severnyye Stroymaterialy""",1
,STIHL,1
,BOSICOM,1
,Stroy Market,1
,Coal Kaliningrad,1
,"Stroymag, Magazin Stroitel'nykh Materialov",1
,"Dachnaya Pokupka, Magazin Stroitel'nykh Materialov",1
,"Torgovyy Tsentr ""Re-Mont""",1
,"Del'fin, Santekhnika V Murmanske",1
,"ООО ""Ново-Строй""",1
,Dom,1
,Master-Olenegorsk,1
,Domovoy,1
,Napol'nyye Pokrytiya,1
,Doska Pola,1
,"Optovo-Roznichnyy Tsentr""Stroitel'nyy Dvor """,1
,Drevmarket,1
,Remontik,1
,Elektroinstrument,1
,Santeks,1
,Fabrika Okon I Dverey,1
,"Stroitel'nyy Magazin ""Usad'ba""",1
,House Shopping Center,1
,Stroitel'nyye Materialy,1
,I.p.sokolov,1
,Stroybaza Salmi,1
,Instrumen,1
,"Stroykholding, Magazin Otdelochnykh Materialov",1
,Instrument,1
,"Stroymaterialy ""Komplekt""",1
,Keramiks,1
,Tigi Knauf,1
,Khozmag,1
,Tovary Dlya Remonta,1
,Khozmarket,1
,Zavkhoz,1
,Khoztovary,1
,СтройEvroБлок,1
,Khozyain,1
,Masterok,1
,Kirpich,1
,Mega Ctroy,1
,"Komiteks Treyding, Magazin Stroitel'nykh Tovarov",1
,Molotok,1
,Kompaniya Svs,1
,Novinka,1
,Kondopozhskiy Shungitovyy Zavod,1
,"Ooo ""Giperstroy60""",1
,Krepozh,1
,Pervyy Stroitel'nyy Komissionnyy,1
,Ks Dekor,1
,"Promsnabkomi, Ooo",1
,Kvartalstroy,1
,Riforn,1
,Lyubimyy,1
,Samorezik,1
,"Magazin ""Domina""",1
,"Shop ""For You""",1
,"Magazin ""Domovoy""",1
,Stroitel'naya Barakholka,1
,"Magazin ""Khleb""",1
,"Stroitel'nyy Magazin ""Yevroremont"" Keramicheskaya Plitka, Laminat, Toplyy Pol Termoregulyatory, Dveri.",1
,"Magazin ""Khozyain""",1
,"Stroitel'nyy Rynok ""Soyuz""",1
,"Magazin ""Kristall""",1
,Stroitel'stvo Murmansk,1
,"Magazin ""Na Bazarnoy"" Ooo ""Domostroy""",1
,Stroy Plyus,1
,"Magazin ""Pervyy Master""",1
,Stroy-Ekonom,1
,"Magazin ""Raduzhnyy""",1
,"Stroy-ka, Shop",1
,"Magazin ""Teplyy Dom""",1
,Stroykhoztovary,1
,Magazin Dom-Stroy,1
,Stroymaks,1
,Magazin Master,1
,Stroystudiya,1
,"Magazin Master Avtoaksessuarov I Masel, Instrument",1
,Svoy Dom - Stroitel'nyye Materialy I Tovary Dlya Doma,1
,Magazin Otdelochnykh Materialov,1
,Tikkurila 51,1
,"Magazin Santekhniki ""Magnit""",1
,"Torgovyy Tsentr Al'fa, Magazin, Ooo Al'fa",1
,"Magazin Stroitel'nykh Tovarov I Tovarov Dlya Doma ""Kerosinka""",1
,Vodaley,1
,Magazin Stroykhoztovary,1
,Vso Dlya Remonta I Novostroyki,1
,Magazin Stroymaterialov,1
,ИДЕЯ+,1
,Magazin Stroymaterialy Ooo Stroykom,1
,Оптима+,1
,Master Krepezha,1
,"Стройматериалы ""Best""",1
,Master Plyus,1
,"1000 Melochey, Khozyaystvennyy Magazin",1
,"Master Plyus, Magazin Stroitel'nykh Tovarov",1
Grand Total,,881
